speaker,timestamp,words
Tom Wahl,0:13:10,"Your question is the question I would expect from someone who hasn't experienced much of the horse-powered era. And what did we do? We tried to live, and that means we had to care for our animals. We had to feed our horses. In order to live, we had to have a source of food. And part of this, a large part of this, was supplied by cattle, meat, and milk. And also, chickens and fowls of other types. So all these things had to be cared for in the winter. You had to either have stockpiled or be able to get this food, animal food, when they needed it, and you had to distribute it to them every day. Now usually, the horses ran out without shelter and were fed at least once or maybe twice a day, horses and cattle both. And then the cows that you were milking and any animals that needed care were stapled in the barn. It wasn't considered economical to try to put every animal you had in the barn. In the first place, they wouldn't have survived as well. In the second place, you didn't want to use this hay that was under a roof because there wasn't enough of it. You were limited in the amount of hay under a roof. But hay keeps properly stacked, loose hay properly stacked, keeps very well out in a haystack. And so during the haying season, in July, June and July, you put up all the hay that you could put up, and there was quite a lot of it put up. People raised alfalfa, and most all of the flat areas that are now plowed were in those days in Timothy, Timothy flats. Timothy is an excellent horse food. So a lot of our time in the summer was spent in providing things that we had to have for use in the winter. And the isolated periods, we were kept real busy and incidentally entertained by surviving by caring for these stock and so forth. We had to sort our pile of potatoes over several times. We had to sort our apples out and discard those that were rotting. We usually had carrots, turnips, rutabagas, as well as potatoes, whatever we could have harvested from our garden and from our farm, why these we tried to preserve as well as we could along through the winter. It's a different type of life from that which we have now. It's considerably easier now, but we have lost some things too by it. Now we work more indirectly at our survival, but don't get me off on this. I have a lot of philosophizing about this and I haven't organized it so that I can talk very coherently."
Sam Schrager,0:17:03,"Well that sounds like an interesting contrast though that you're just beginning to make. I think that's true. We do work indirectly, certainly compared to what you're describing. That seems very directly related to immediate needs and having enough to eat. Yes."
Tom Wahl,0:17:28,"Putting out your hand and eating implies a whole lot more than the simplicity of the statement might lead one to believe. But at least in this kind of a life, you don't have to be very old before you see the necessity of what you are doing. And although the work is hard, it becomes the thing you want to do because it means comfort. One example of this, when this was first called to my attention, in hauling this wood for fuel for the winter, although I regarded it as a vacation, one part of this that was not a vacation was loading and unloading these loads of wood as fast as you could because the theory being you could rest while you were riding back to get the next load. And I said I was protesting in somewhat ill humor at my father at this hard work of unloading this wood. And I didn't, I think I expressed a dislike for wood. And his answer to me was, that wood will look pretty good to you this winter when you're toasting your shins by it. So you weren't very old because you began to, I mean before you began to like to do what you were forced to do."
Sam Schrager,0:19:09,"You know, the description of the things that you were working on suggests to me a little more diversification than I thought might be the usual case of farmers on a fluce at that period of time. It sounds like you were involved in the self-sufficiency to a fair degree."
Tom Wahl,0:19:32,"Yes, there's a little parallel there that would interest you. Now a farmer in the wintertime should, whether he does or not, he should be overhauling and repairing his tractor and his machinery for the next season's operation. Most of them do. In those days you were caring for your horses, oiling your harness, repairing it. There is a thing that might not occur to someone who hasn't experienced, is the amount of labor involved in keeping the harnesses that are necessary when you use horses as a source of power, in keeping these harnesses in repair. And in those days our breakdowns usually consisted of either the machinery you were pulling or the rigging that you used to pull it with. And we made single trees and double trees and single tree hooks and clevises and all of the things that are required to attach enough horses to a piece of machinery to move it. This took maintenance. We weren't bored in the winter. We got lonely and we welcomed a chance to meet our neighbors or a chance to go to town. And a chance to go to town when the sleighing got good, the sledding or sleighing as you wish to call it. This was one of the things that lightened up the chores of the winter. Always we managed to get to town at least once sometime before Christmas each year. Christmas was a pretty big event just for this reason if none other."
Sam Schrager,0:21:37,I'm curious about this going to town. Were you buying presents?
Tom Wahl,0:21:44,"This would be part of it. And of course there were supplies. You still needed supplies that you might have overlooked getting in the summer. You needed kerosene, coal oil. That's what we lighted our houses with. That's what we used when we went to the barn after dark to care for our animals. Kerosene was the principal ingredient that's been replaced by electricity. Now, the principal essential ingredient, we had to have light. And yet, this aspect of farming that you have shown an interest in, if you'd asked a farmer at that period of the year what he was doing, he would have told you nothing. Or he might have said, just choring around. And even now, if a farmer isn't tilling or harvesting or planting or working the land, if you should ask him what he's doing, he'll say nothing. Occasionally in the early spring, he might have said fixing the fence. He won't say that now either."
Sam Schrager,0:23:14,How close do you feel the connection was with the town of Genesee for your family? Obviously there was a psychological importance that you're describing to me.
Tom Wahl,0:23:29,"In my lifetime, these towns were almost essential because they were the terminal of the railroads. And everything we used that we couldn't produce for ourselves came by way of these railroads. And I should go back a little bit. Anything that was within wagon driving distance like the wood from Troy didn't come by railroad. But all the things I remember getting, of course, things that we used to vary our diet were cheese. We didn't make our cheddar cheese. But every store, any place you went, had a large, round, flat cylinder of cheese and a most interesting mechanism for cutting it and protecting it from the, and a cover for protecting it from the flies. And cheese, to anyone of that day and time, meant a slice of this yellow cheddar cheese of a wedge shape at one end and a portion of a cylinder at the other. You still see these wedges of cheese occasionally yet. And if you asked for a pound of cheese, the grocer made an estimate of what he thought would be about a pound of cheese and he cut it off. And then he weighed it and you paid for what he cut. If he cut it away too big and you didn't want that much, he would probably have cut an edge off or another slice off and come a little closer. But usually his guess was pretty good and you took it the more or less way that it came and paid for the quantity you got. Four pounds of cheese I can visualize yet. This was a pretty common size because you didn't want to make a trip to town tomorrow to get a slice of cheese. Because a trip to town tomorrow involved losing a half a day of whatever else you might have been doing. Another thing I liked about the wintertime, we had no refrigeration, remember. So the wintertime was the time when we butchered. And there would be butchering day, maybe several, maybe more than one. Sometimes neighbors cooperated in these butcherings. Oftentimes this job was really because of the people that cooperated and the companionship that you got. Butcherings were a pleasure. They were an entertainment. They substituted for all of the time-wasting entertainment that we use now. And the neighbors would get together and butcher several hogs or maybe you and your father would butcher one hog. It varied depending on your needs and what other people were doing. And this meat was, if it was hogs you were butchering, some of this meat you ate without curing it, but always you cured a lot of it. And the hams that we made in those days, part of the curing process resulted from drying out as this salt penetrated the meat. A ham that you made in those days would last you from the time you butchered it, if you didn't eat it, would last you from the time you butchered it until the next winter when you butchered again. This is a vastly different thing from the ham you buy downtown that is sold to you with all the water in it that the law permits. And as little salt in it as your palate permits, the hams and the bacons of my memory didn't lack for salt. And I'll tell you by the time the next butchering came around, you were pretty happy to see some fresh uncured meat."
Sam Schrager,0:28:19,"Could you tell me if you're going to go to something else, I'm really curious about the butchering get-togethers, how that was arranged that a number of neighbors would"
Tom Wahl,0:28:34,get together to butcher.
Sam Schrager,0:28:35,How was that thing set up? Everybody met at one person's place?
Tom Wahl,0:28:38,"No, it's a little different because of the distances involved and the difficulty in travel. Our butcherings, or at least the ones that I attended, didn't involve the big crowds that might probably, that I've heard described where travel was easier and people were closely, neighbors were closer to each other. But our butchering usually would amount to a thing like this. One neighbor would say to his neighbor, I'm going to butcher a hog one of these days. Why don't you bring something up and we'll butcher them together? And maybe we'll see another neighbor and see if he wants to bring one. And so usually this would consist of two, three, or maybe four neighbors. I can't remember a butchering where we had more than four people involved in butchering. Families were a unit that we're beginning to forget about now, but in those days families was a unit. And if you invited a neighbor to come up to your house for dinner, that meant that he was going to come and his wife was going to come and the babies were going to come and the other kids were going to come and the hired man would come. This wasn't, it wasn't even necessary to specify this. This was what you meant when you said, come visit us. So these butcherings, you might have quite a crowd involving maybe as many as four people, four, I don't mean people, four families and four supplies of meat, four groups of animals. You might butcher each one hog. You might butcher each of you two hogs or you might butcher as many as, well, say 12 hogs at a butchering or even 20. And if you, I could go into a little bit of the butchering."
Sam Schrager,0:30:53,Why don't you?
Tom Wahl,0:30:54,"Usually the butchering was held at a place where some farmer, maybe a little more enterprising than some of the others, had a vat in which to scald the hogs. And this at our place consisted of a trough about a foot and a half deep with a flat bottom of metal and sides of, sides and ends of wood, part of which was covered by this metal sheet iron turned up to protect the lower edges of the wood from the fire, which you built under. You placed this vat over a ditch that you dug with the edges of the sides resting on the earth and the middle part of the bottom over this ditch. In this ditch, you built a fire. At one end of the trough, you left the ditch open and at the other end, you put in a stove pipe and closed it up with earth around it so that the smoke from this fire went up this pipe and which provided a draft. And you might have a sheet iron or something that you covered the open end with and used it to regulate the amount of air and therefore the speed with which the fire burned or the violence with which the fire burned. And the man at whose place the butchering was to take place would probably delegate one of his sons the job of getting this ready while the father took care of the chores or vice versa. You were always up early. You didn't get up early for a butchering. You got up early anyway. You did this preparation instead of some of your other chores. So in my time, there was always an old fence post around. This made splendid kindling not only because it burned good, but because cedar is easy to split and that's what fence posts were made of. A fire place or ditch like this, long kindling and long wood was the type of thing we burned. So we heated this water until it got to the right temperature for scalding a hog. And the earliest butcherings that I went to, you judged the temperature of this water without a thermometer. Thermometer for an immersion type thermometer was a luxury you didn't need because the people that had settled this country, they didn't know when water was hot. They should have stayed in town. And one way of judging the time or the temperature at which this water was just right for butchering was to stick your finger, swing your finger through this water three times. Now the first time, you wouldn't think it was particularly hot. The second time, you knew it was pretty warm. The third time, if you just felt like screaming, then you knew it was ready. Mind you, if you'd left your finger in there any of these times, why, the skin would eventually have slipped off if the water was at the right temperature. But doing it quickly this way, it's a pretty effective way of judging temperature. If my memory serves me right, this corresponded roughly with 150 degrees Fahrenheit, which we later had the luxury of owning a thermometer that would take some of the guesswork out and save your finger."
Sam Schrager,0:35:02,"Well, what about immersing the hog itself? That sounds like a kind of..."
Tom Wahl,0:35:06,"That, immersing the hog itself is, of course, the thing you're getting ready to do. But oftentimes, if your guess or your estimate of this temperature wasn't right, you could tell by the way in which the hair on the hog loosened whether it was about right or not. If you got the water too hot, it would do what the old-timers would call set the hair, and it wouldn't scrape off good. If it was too cold, why, you merely left it in the vat longer with the fire burning under it and gradually bringing the temperature up higher and higher until you got to the point where you thought, well, reaching down and pulling out a wisp of the bristles from the hog, well, it's about right. Let's take him out and scrape him. This wasn't the chore that you would think it was. Across on each side of this vat, there was a platform just a little lower than the top edge of the vat, say, two or three or four inches. And clear across, there was a platform like this on, always on one side of the vat and frequently on both sides. And across the top of the vat and across these platforms, you placed a rope at a spacing that would permit you to lay a hog on the rope and have the ropes behind his front legs and in front of his hind legs. And this rope, this might be one rope with a, that continued over across the vat, then back on the other side, or it might be two separate ropes, depending on what you had available. If you had a long rope, you didn't cut it for this purpose because that was waste. If you had two short ropes, you used that. One man would get ahold of each end of this rope. The hog would be placed on top of these two ropes on the platform. Then the two ends that were the closest to the hog would be placed back across the hog over onto the other side of the vat or on, or to the, handed to the men on the opposite side of the vat from the hog. Then, if there were only two men butchering this hog, you probably held one end of the rope and stood on the other end. Usually this is the way it was done. You had one rope in your hands and one under your feet. Each man did. One rope ran from beneath your feet across the vat, underneath the hog, back up around the hog and back up to your hands. You pull on this rope and the hog falls into the vat. But before the hog falls into the vat, if you have four men, you pull this hog up until he's pretty nicely balanced near the edge of the vat. Then the rope under your feet is handed to the man who is standing back on the other side of the hog. Remember, one of these ropes and these pairs of men at each end of the hog. Now you have a hog with a rope that has a bite in it. If you know what a bite is, it's a loop like the letter, like the script letter E upside down. The hog, his front quarters and his hindquarters sticking through this bite in the rope. The man on the opposite side of the vat pulls on his rope and this rolls the hog. The two men on the opposite side of the, the two men opposite the hog on the other side of the vat pull simultaneously on the rope that they have. The two men that are on the same side of the vat as the hog standing on this platform hold their ropes tight and permit it to slacken as the hog is pulled further and further over the edge of the vat keeping the rope tight as soon as the weight of the hog would tend to splash it down into the water, splashing this water all out all over you and scalding you all badly. The men holding this end of the rope where the hog is let the hog gently, easily and slowly down into the water. And nobody even thinks of the danger of getting scalded because you know how to do this and it is done usually without any mishap and very satisfactorily. There isn't any great straining or lifting about it of course because you have enough men around to do the job you're going to do. Scalding a hog in a gasoline drum or a metal drum is another way of doing it where one man or two men might want to scald a hog where they stick at first one end and then the other in a drum or barrel of hot water. But to the way of thinking of my family and most of the people in our neighborhood, this was a pretty slipshod and poorly planned butchering if you did it this way. Later on some enterprising neighbors of ours left an old bathtub permanently set up for the purpose of scalding hogs and this makes a fairly good vat too although it's rather small for a large hog. Hogs that you butchered might vary anywhere from 150 pounds, well I should say sometimes even a suckling pig which is an altogether different thing, clear up to a hog that would weigh 400, 600 pounds and that's a big hog. Then as you scald this hog these ropes are still around him in this same position. One man on each side of the vat at each end of the vat or each side of the vat. This is getting too wordy I know but you have one man on each end of a rope and the rope looping in a shape of a letter e down around under the hog and up to the other man. Now if you pull these ropes properly you can roll this hog over and over in the water and the man on the other side as you slack your ropes up can pull the rope back under the without rolling the hog. So you have a choice there you can roll this hog in either direction and you can roll him at any speed you wish or you can lift him out of the trough merely by the way in which you regulate the tension on these two ropes. And one of the things one of the first indications that the hog ready to come out of this vat is that the hair beneath these ropes continually rubbed by these ropes begins to disappear and float around in the vat. I've left out one important thing that you shouldn't you might be interested in. This water that you use has to have some lye in it but since lye cost in those days five cents for a can you didn't go to the trouble the expense of pouring lye in and lye is pretty wicked stuff anyway you don't want to be spliced with lye you just put in ashes. And you put in enough ashes so that the water feels slippery and I think the roughness of the ashes in the bottom of the vat probably contributes also to the scraping off of the hair of the hog. The first thing after the killing of the hog is to scald him first you kill him and bleed him and scald him and scrape off the hair."
Sam Schrager,0:43:53,Let me just ask you we didn't do since the description is so good I'm curious about the killing itself what was the method of butchering it kill I mean of killing the killing the hog then? Would he use a knife?
Tom Wahl,0:44:08,It's done in a number of ways. The method of killing a hog that is recommended by the Morton Salt people and the method that is recommended and followed and I believe yet followed by the packing plants. Such as armors which I have witnessed is to kill the hog by cutting his jugular vein and letting him bleed to death and in my mind and in the mind of my father and a lot of people this is quite a cruel method of killing. The purpose of it is is not the purpose of cruelty it's to get a good bleed of the hog your meat is better if the blood is removed it keeps better this meat is going to be cured and it should be well bled and it will keep better. It is more attractive to look at more palatable. In our family we always shot it shot the pig in the brain with a 22 which to my mind yet is one of the most humane methods commonly used. There is this hazard about shooting a hog if you don't place that bullet just right you won't kill the hog or even knock him down and he'll run around squealing for a while and you've got to try to get close enough to him again to do it this occasionally happens and you can't you don't want to shoot him with a high-powered rifle that'll go clear through him and ruin the meat so the commonly used rifle is a 22 rimfire rifle. Small hog frequently you use a 22 short bullet and the 22 short cartridge which is not a powerful cartridge. Ideally the bullet when you shoot the hog will go through the skull into the brain and not out of the other side of the skull. Another way commonly done requires a little skill but it's probably a little safer in some ways is to hit him in the head with a hammer suitable size. This takes a little skill and it's pretty easy to fail to hit that hog hard enough to do anything more than temporarily stun him or scare him or hurt him. So either method that you use has the hazard of being more cruel perhaps than the knife. However in our case I preferred the use of a 22 long rifle much more than any other method that I have seen used.
Sam Schrager,0:47:00,And then you slipped through immediately after the hog was shot.
Tom Wahl,0:47:05,That is right. Properly done. Now these hogs are not really gentle animals. They're not fearful of you but they are inclined to move around. Properly done the hog will usually be at the moment you're ready to kill him he will be eating something that you've put down to attract his attention and make him stand still. And then you stand in front of him ideally perhaps at a distance of three or four feet. You draw with his nose with his nose pointed toward the ground draw an imaginary line between his ear and the opposite eye between each of his ears and each of his opposite eyes where that line crosses. If you shoot him in a direction that is practically exactly perpendicular to the surface of his head at that point he'll drop without ever knowing it was him. After the first he doesn't even move for a few seconds then he goes through the spasms that are characteristic of death. Then as soon as he has as soon as you can immediately after you've shot him preferably before he starts into these spasms you stick a knife into his throat and try to cross these try to cut one of these forks of the blood vessels I guess they are jugular veins I don't really know the proper name of them but there seems to be a place that they fork right in the soft part you can put your finger on the soft part of your own chest or throat just above your chest that is the point that you stick your knife in and aim for the pig's tail and usually if you've done it right you give the knife a little twist and pull it back out usually if you've done this right a gush of blood will follow the knife plate on the way out and it's just a very short time until he has bled clear out. This isn't a pretty picture however we all recognize the necessity of it and made what pleasure we could out of these butcherings and they were regarded as a thing of pleasure but never at any time have I ever seen anybody enjoy the taking of a life at one of these things and always if it isn't a clean quick painless death there's always a sort of a cloud of unhappiness over this what has come to be regarded as a more or less of a festival.
Sam Schrager,0:50:33,Maybe we should just finish up the description from the end of the scalding of the hair to the cleaning since this is getting too long. Well I don't know I enjoy this kind of detail because I've only ever heard them butchering bees described very superficially you know never
Tom Wahl,0:50:59,that is because it is assumed that everybody knows everything I've told you. Well it seemed
Sam Schrager,0:51:05,that while I know a little of it people after me they know even less. Yes that's right it's
Tom Wahl,0:51:11,"No longer done not even on the farms or if so very very rarely. If you want you could just maybe go through it quickly enough well on the rest of the process. In a packing plant many of the things are done mechanically but with these same ropes that you've been that you put the place the hog in the trough and the same ropes that you rolled him while he was in the trough then you take him out with these same ropes. Now if you have a platform on each side of the vat it doesn't make any difference. You have on your side and you reach over or have passed to you the rope that had previously been held on the man by the man on the opposite side of the vat and you can put his rope under your foot if you're short of men or you can give it to someone else who will hold it solidly or you could tie it to a stake and then you pull on the rope you've been holding there's one man on each rope now on the platform along one side of the vat then by pulling on this rope you simply roll this hog up out of the vat and onto this platform. There's only a very short distance that you're holding the whole weight of the hog and that's when he's cleared out of the water because he is buoyed up while he's in the water he's practically floating. And you can see here the reason why the ideal vat will have a somewhat sloping side although not really a low sloping side but they're not vertical and this is one of the drawbacks of using a vat is that it has a slippery vertical side and it's too deep and it's too short and it's too narrow. As soon as you get him out you all all the help that's available come there around the hog with scrapers if you have them but usually it's a knife and you scrape the hog with this knife and you scrape the hair comes off and you keep on scraping the scarf skin comes off along with the hair and after you've scraped all the hair off from him you wash him in this somewhat dirty looking water and lots of times you will have them or you should have them after washing them or rather sloshing him I should say with this water and ashes then you rinse that off with some clear water and frequently that clear water you rinse with and rinse him with is cold or it can be cold because you've already accomplished the purpose that you wanted to accomplish with the hot water you may then discover that you haven't scraped him as clean as you should have and you go back and scrape a few more patches. Is scraping done by the women as well as the men? Not in our country and at a butchering bee at our time there's no reason why women couldn't have participated in this except for the fact that there's a big crowd of people there and this is a day of festivity and the women are all in the house making dinner and also as soon as you get the first animal butchered there are some of the early tidbits that could be even used at this dinner although my appetite for these was much better a week after the butchering was over than it was the day of the butchering. My idea of a good meat dish at a butchering is a Swiss steak or a breaded steak something that you don't associate with the animal you have just killed. There are many many people that aren't bothered by this. Then after the hog is scraped you hang him up and remove his entrails and for that day you're done. The weather school you hang him up high enough so the dogs won't get him. It's cold enough so the flies won't blow it and the next day or later you can take him down cut him up into bacons and start the curing process which lasts for weeks and weeks. Would the neighbors take their hogs home and hang them? Yeah or leave them at your place. No, they could do both but usually they would hang them where you butcher them until they got stiff and cold ready for the cutting up process. This thing is I won't try to describe much more of this because this is a process this meat process along with your daily chores of taking care of your horses and cattle and milking the cows and gathering the eggs if your hens are still laying and cleaning out the stables, chopping the wood or sawing it if you haven't sawed it or wood usually was hauled and in the form of four foot cordwood it's easier to load easier to unload quicker to handle then you had all winter to saw it up so you filled some more of your day with the curing of this meat and after sufficiently sawed it then with the smoking of this meat and this preparing of the cured meat is a process that went on for a long long time it didn't take much time each day but it took a lot of time. It filled your day when you were doing nothing this is what was going on butchering day was a day you didn't say you were doing nothing we're butchering that was a day that was a day when you did something but the rest of the time although you were just as busy you still got up at 5 30 went out after supper and fed your animals and milked your cows still if you'd finished your butchering you weren't doing anything you didn't say I'm curing meat you didn't say I'm milking cows you didn't say I'm gathering eggs or do it you might say I'm doing chores if you said you were doing chores or doing nothing your neighbor knew what you meant."
Sam Schrager,0:58:11,Well what about the festivity after the butchering itself was it the festivity
Tom Wahl,0:58:17,consisted of going in and eating this you'd say lunch we called it dinner there were three meals that farmers ate breakfast dinner and supper breakfast came in the morning dinner came at noon and supper came at night your main meal of the day was dinner supper wasn't a bad meal either and breakfast was pretty hearty too because you had been up and done all your morning chores before you ate breakfast you had three square meals a day sometimes in the winter when you were doing nothing you just had two square meals breakfast and dinner and might have a light supper
Sam Schrager,0:59:02,this day there would be neighbors there and it would be the whole family there would be quite
Tom Wahl,0:59:07,a few people. The whole family would be there for this dinner and dinner the noon lunch that was the meal of the day and you all enjoyed it and you visited and you talked and you lingered around the table and you ate until you hurt and if you had completed your butchering you might then play some cards or just visit but remember this didn't last long then the noon meal this was the festivity really the noon meal was the festivity people had to go home and do their chores they'd been affecting them all day they've been doing this butchering and they had to get back to doing nothing which consisted of the chores and they wouldn't be in bed till after dark they had to go home and eat their supper and then they had to go out and milk their cows and if there were some animals that needed protection they would have to go home and eat their supper. You usually try to arrange these butcherings at a time when you could pretty much minimize the chores that you had to do for that particular day you might even do some of them early before you started you might chose butchering at a time when the when you didn't have but very few animals to care for or when there was still if it was cold enough early enough and the snow wasn't on the ground your animals still might be making their own living picking it from the stubble which you hadn't plowed yet or from the timothy meadows which had had a fall growth of grass showing up on them however the nicest time to butcher is when there's snow on the ground it's clean keeping this meat clean is kind of a problem butchering in the mud is not a pleasant job although it's done on them I have seen men carrying a hog up to where you can put it in the vat and slipping and sliding in the mud and falling down and getting maybe one usually usually the men don't all fall at the same time but I've seen a man lying on his back in the mud with the hog and blood on top of it this is mirth this causes great murder and if somebody had the foresight to bring a flask of what in my day would have had to have been moonshine this added to the mirth and it didn't hurt your appetite any either nobody got drunk but it made the suffering I must say you did some this was not easy there was always some of the I don't call it unpleasantness I searched for a word that's right but I mean somebody might slip and stick his foot into the vat of water and get it out again before he got burned and this caused a lot of murder somebody might break a hole in the ice where he if it was that cold and was covered and snap a step into what remains of your early fall mud hole and get his leg wet clear up to the knee this isn't comfortable but he's busy he's not going to go take his shoe and sock off or his pants off or anything no matter which it was he stepped into unless he's really injured he just accepts the laughs that come in his direction and this is all part of the mirth that goes with butchering which I think is probably artificially stimulated because of the rather abhorrence of causing a death that people many people share with me well I would think
Sam Schrager,1:02:58,I was thinking too from from what you're saying there weren't that many opportunities for men to work together because farming was mostly a solitary occupation and so this was a chance for them that lived near
